Job,Operation,Arrival,Deadline,Machine,Start,Processing Time,End,Lateness,Absolute Lateness
Job_026,8,1955.63,3656.7469136391956,M7,3418.36,36.0,3454.36,-202.38,202.38
Job_032,1,2625.73,4191.136287875772,M1,3430.64,2.0,3432.64,-758.5,758.5
Job_035,0,2638.72,4431.362684502899,M1,3432.64,91.0,3523.64,-907.72,907.72
Job_034,6,2637.28,3877.611998256408,M8,3454.42,21.0,3475.42,-402.19,402.19
Job_036,4,2764.04,4010.684120384939,M4,3454.42,49.0,3503.42,-507.26,507.26
Job_034,7,2637.28,3877.611998256408,M7,3475.42,49.0,3524.42,-353.19,353.19
Job_022,7,1647.97,3715.189997094013,M3,3479.75,98.0,3577.75,-137.44,137.44
Job_029,4,2331.94,4033.056913639195,M4,3503.42,32.0,3535.42,-497.63,497.63
Job_036,5,2764.04,4010.684120384939,M5,3503.42,11.0,3514.42,-496.26,496.26
Job_027,3,2188.04,4072.2084553666036,M5,3514.42,51.0,3565.42,-506.79,506.79
Job_036,6,2764.04,4010.684120384939,M6,3514.42,62.0,3576.42,-434.26,434.26
Job_035,1,2638.72,4431.362684502899,M0,3523.64,85.0,3608.64,-822.72,822.72
Job_037,0,2869.61,4573.8829747034615,M1,3523.64,85.0,3608.64,-965.24,965.24
Job_027,4,2188.04,4072.2084553666036,M2,3565.42,85.0,3650.42,-421.79,421.79
Job_029,5,2331.94,4033.056913639195,M6,3576.42,88.0,3664.42,-368.63,368.63
Job_036,7,2764.04,4010.684120384939,M7,3576.42,56.0,3632.42,-378.26,378.26
Job_022,8,1647.97,3715.189997094013,M9,3577.75,22.0,3599.75,-115.44,115.44
Job_026,9,1955.63,3656.7469136391956,M3,3577.75,79.0,3656.75,-0.0,0.0
Job_034,8,2637.28,3877.611998256408,M9,3599.75,72.0,3671.75,-205.87,205.87
Job_033,0,2630.89,4698.109997094012,M1,3608.64,81.0,3689.64,-1008.47,1008.47
Job_037,1,2869.61,4573.8829747034615,M0,3608.64,13.0,3621.64,-952.24,952.24
Job_036,8,2764.04,4010.684120384939,M8,3632.42,44.0,3676.42,-334.26,334.26
Job_035,2,2638.72,4431.362684502899,M3,3656.75,39.0,3695.75,-735.62,735.62
Job_031,6,2443.56,4053.151142775491,M6,3664.42,46.0,3710.42,-342.73,342.73
Job_022,9,1647.97,3715.189997094013,M5,3672.19,43.0,3715.19,-0.0,0.0
Job_029,6,2331.94,4033.056913639195,M8,3676.42,19.0,3695.42,-337.63,337.63
Job_027,5,2188.04,4072.2084553666036,M9,3684.42,11.0,3695.42,-376.79,376.79
Job_029,7,2331.94,4033.056913639195,M9,3695.42,48.0,3743.42,-289.63,289.63
Job_028,7,2221.95,3926.2229747034607,M3,3695.75,52.0,3747.75,-178.48,178.48
Job_035,3,2638.72,4431.362684502899,M2,3695.75,74.0,3769.75,-661.62,661.62
Job_027,6,2188.04,4072.2084553666036,M6,3710.42,40.0,3750.42,-321.79,321.79
Job_032,2,2625.73,4191.136287875772,M5,3715.19,52.0,3767.19,-423.95,423.95
Job_028,8,2221.95,3926.2229747034607,M4,3747.75,90.0,3837.75,-88.48,88.48
Job_027,7,2188.04,4072.2084553666036,M7,3750.42,89.0,3839.42,-232.79,232.79
Job_031,7,2443.56,4053.151142775491,M5,3767.19,46.0,3813.19,-239.96,239.96
Job_032,3,2625.73,4191.136287875772,M3,3767.19,95.0,3862.19,-328.95,328.95
Job_035,4,2638.72,4431.362684502899,M8,3769.75,90.0,3859.75,-571.62,571.62
Job_030,3,2384.71,4268.878455366604,M5,3813.19,51.0,3864.19,-404.69,404.69
Job_034,9,2637.28,3877.611998256408,M6,3824.61,53.0,3877.61,-0.0,0.0
Job_027,8,2188.04,4072.2084553666036,M4,3839.42,26.0,3865.42,-206.79,206.79
Job_029,8,2331.94,4033.056913639195,M7,3839.42,36.0,3875.42,-157.63,157.63
Job_032,4,2625.73,4191.136287875772,M8,3862.19,48.0,3910.19,-280.95,280.95
Job_030,4,2384.71,4268.878455366604,M2,3864.19,85.0,3949.19,-319.69,319.69
Job_035,5,2638.72,4431.362684502899,M5,3864.19,10.0,3874.19,-557.17,557.17
Job_028,9,2221.95,3926.2229747034607,M7,3881.22,45.0,3926.22,-0.0,0.0
Job_032,5,2625.73,4191.136287875772,M9,3917.68,72.0,3989.68,-201.45,201.45
Job_031,8,2443.56,4053.151142775491,M7,3926.22,72.0,3998.22,-54.93,54.93
Job_027,9,2188.04,4072.2084553666036,M8,3949.15,74.0,4023.15,-49.06,49.06
Job_037,2,2869.61,4573.8829747034615,M2,3949.19,61.0,4010.19,-563.69,563.69
Job_029,9,2331.94,4033.056913639195,M3,3954.06,79.0,4033.06,-0.0,0.0
Job_032,6,2625.73,4191.136287875772,M0,3989.68,47.0,4036.68,-154.45,154.45
Job_036,9,2764.04,4010.684120384939,M9,3989.68,21.0,4010.68,-0.0,0.0
Job_033,1,2630.89,4698.109997094012,M2,4010.19,95.0,4105.19,-592.92,592.92
Job_030,5,2384.71,4268.878455366604,M9,4010.68,11.0,4021.68,-247.19,247.19
Job_030,6,2384.71,4268.878455366604,M6,4021.68,40.0,4061.68,-207.19,207.19
Job_031,9,2443.56,4053.151142775491,M8,4023.15,30.0,4053.15,-0.0,0.0
Job_030,7,2384.71,4268.878455366604,M7,4061.68,89.0,4150.68,-118.19,118.19
Job_037,3,2869.61,4573.8829747034615,M6,4061.68,7.0,4068.68,-505.2,505.2
Job_032,7,2625.73,4191.136287875772,M6,4068.68,65.0,4133.68,-57.45,57.45
Job_037,4,2869.61,4573.8829747034615,M8,4068.68,64.0,4132.68,-441.2,441.2
Job_033,2,2630.89,4698.109997094012,M0,4105.19,71.0,4176.19,-521.92,521.92
Job_037,5,2869.61,4573.8829747034615,M9,4132.68,76.0,4208.68,-365.2,365.2
Job_032,8,2625.73,4191.136287875772,M4,4133.68,6.0,4139.68,-51.45,51.45
Job_030,8,2384.71,4268.878455366604,M4,4150.68,26.0,4176.68,-92.19,92.19
Job_032,9,2625.73,4191.136287875772,M7,4166.14,25.0,4191.14,0.0,0.0
Job_033,3,2630.89,4698.109997094012,M4,4176.68,99.0,4275.68,-422.43,422.43
Job_035,6,2638.72,4431.362684502899,M7,4191.14,12.0,4203.14,-228.23,228.23
Job_030,9,2384.71,4268.878455366604,M8,4194.88,74.0,4268.88,0.0,0.0
Job_035,7,2638.72,4431.362684502899,M6,4203.14,89.0,4292.14,-139.23,139.23
Job_037,6,2869.61,4573.8829747034615,M5,4208.68,47.0,4255.68,-318.2,318.2
Job_037,7,2869.61,4573.8829747034615,M3,4255.68,52.0,4307.68,-266.2,266.2
Job_033,4,2630.89,4698.109997094012,M6,4292.14,9.0,4301.14,-396.97,396.97
Job_035,8,2638.72,4431.362684502899,M9,4292.14,45.0,4337.14,-94.23,94.23
Job_033,5,2630.89,4698.109997094012,M8,4301.14,52.0,4353.14,-344.97,344.97
Job_033,6,2630.89,4698.109997094012,M7,4353.14,85.0,4438.14,-259.97,259.97
Job_035,9,2638.72,4431.362684502899,M4,4398.36,33.0,4431.36,0.0,0.0
Job_037,8,2869.61,4573.8829747034615,M4,4431.36,90.0,4521.36,-52.52,52.52
Job_033,7,2630.89,4698.109997094012,M3,4438.14,98.0,4536.14,-161.97,161.97
Job_037,9,2869.61,4573.8829747034615,M7,4528.88,45.0,4573.88,-0.0,0.0
Job_033,8,2630.89,4698.109997094012,M9,4536.14,22.0,4558.14,-139.97,139.97
Job_033,9,2630.89,4698.109997094012,M5,4655.11,43.0,4698.11,-0.0,0.0
